Subject,Activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
19,WALKING_DOWNSTAIRS,0.2626880539,-0.0145942275,-0.1336952407,0.6269170705,0.5148164456,0.049322451,0.8819408551,-0.2150180423,-0.1261468689,-0.8997261395,-0.9178808641,-0.8993631318,0.0730930307,-0.0386872111,-0.009552025,0.5442730373,0.3553067169,-0.0200111149,-0.2057754273,0.0274707557,0.1639625108,0.2676572193,0.0483147744,-0.0314083458,-0.0337429578,-0.0394612603,-0.0545565563,0.1791486497,-0.0146299197,0.1166461702,0.6446043251,0.4134723766,0.6446043251,0.4134723766,0.434490401,0.4506120657,0.4180046086,0.2378212319,0.0875816618,-0.0438985023,0.5370120221,0.4944578022,0.1106592207,0.6585065433,0.4279287852,-0.0783635042,0.4743172561,0.2767168533,0.0595905769,0.4768038875,0.3497712854,-0.0983930105,0.4749624483,0.1470831436,0.2106730732,0.1966132867,-0.028489572,-0.2158922268,0.5866375508,0.0828630624,0.5384048461,0.3163464153,0.2039797648,0.0320366671,-0.0229045296,-0.1432545475
19,WALKING_UPSTAIRS,0.2421188089,-0.0303986616,-0.1510546077,-0.1287420952,0.1763499225,-0.1904685505,0.8294283725,-0.3871007085,-0.2210087627,-0.916495992,-0.9010448505,-0.8369356748,0.0831545084,0.0568185863,0.0316681981,-0.1742790558,-0.0128865484,-0.4442822275,0.0388537088,-0.1345143206,-0.0002332482,-0.4068000325,-0.1726332236,-0.1101171749,-0.1018063044,-0.0346288461,-0.0533545876,-0.2393764112,-0.4921222188,-0.375414983,0.0173811935,-0.177666828,0.0173811935,-0.177666828,-0.1141896059,-0.2840606931,-0.0616157715,-0.2644014428,-0.3727905266,-0.5074002903,-0.1568794947,0.1118181642,-0.2196444734,-0.1199347753,0.1325575808,-0.2399806951,-0.2053226462,-0.0739283722,-0.3806571232,-0.2172651781,-0.0131695876,-0.5077162058,-0.1944855095,-0.225421817,-0.0661293517,-0.4775147465,-0.1499251604,-0.2074981235,-0.0796287632,-0.368253499,-0.187391317,-0.43467125,-0.2888402679,-0.3771327525,-0.4771839145,-0.5882896608
21,STANDING,0.2769522426,-0.016708473,-0.1104178558,-0.9814199611,-0.9436016254,-0.9461234071,0.8812133419,-0.3461555589,-0.2076856898,-0.9829066689,-0.977681416,-0.9585900022,0.0754543859,0.0100621171,-0.0033209367,-0.9770633501,-0.9639214582,-0.9779156772,-0.0191731896,-0.0738115865,0.0864863265,-0.9625145261,-0.9559791927,-0.959327022,-0.1031997964,-0.0404300757,-0.053821174,-0.9718664946,-0.976815894,-0.9754272593,-0.9587742981,-0.9569198982,-0.9587742981,-0.9569198982,-0.9747651619,-0.9716065149,-0.9498371518,-0.9456144018,-0.9768570842,-0.9761536878,-0.9783276862,-0.9496949043,-0.9602741421,-0.9828928366,-0.9435451575,-0.9424589083,-0.9768030107,-0.9645030155,-0.9747806454,-0.9795304854,-0.966024076,-0.9797233397,-0.9569899643,-0.9600825911,-0.9594325624,-0.9645303158,-0.9540809137,-0.9631245721,-0.9622913342,-0.9600418444,-0.9706342964,-0.9719261174,-0.9567230224,-0.9477631729,-0.9761267607,-0.9777066196
21,SITTING,0.2775396168,-0.0144009705,-0.1120578877,-0.9917772872,-0.9668775609,-0.9595678618,0.940031368,0.0215206709,-0.0567766061,-0.9929364045,-0.9793553632,-0.9654264939,0.075710979,0.012102014,-0.0001753522,-0.9894393922,-0.9790028048,-0.9858236229,-0.0198712821,-0.0653077503,0.0831326043,-0.9884105013,-0.9763804873,-0.9769726586,-0.1011147751,-0.0391483429,-0.0526409877,-0.9894729685,-0.9897226635,-0.9879545153,-0.9747349994,-0.9719942513,-0.9747349994,-0.9719942513,-0.9859472252,-0.9865208651,-0.9649711138,-0.9712250616,-0.9903073499,-0.9903022327,-0.990610228,-0.9680609471,-0.9708593429,-0.9923752294,-0.96756129,-0.9564125051,-0.9897591871,-0.9791804386,-0.9834343229,-0.9900278225,-0.9803471688,-0.9868456724,-0.9848935598,-0.979830938,-0.9768397289,-0.98955931,-0.9747232176,-0.9791306785,-0.9748292271,-0.9744475932,-0.9853423587,-0.9869915495,-0.9778397024,-0.9720272513,-0.9900142726,-0.9910622048
21,LAYING,0.2713254725,-0.0184233048,-0.1032538322,-0.9550198662,-0.9569594222,-0.9456537878,-0.1743491748,0.599992678,0.7882510271,-0.9459052706,-0.9837329361,-0.9524163324,0.0820150201,0.0119943671,-0.0139053439,-0.9848265209,-0.9715847532,-0.9839776442,-0.0305126189,-0.1138004864,0.0980906517,-0.9754118576,-0.9521470914,-0.9813454309,-0.0964118375,-0.0346275066,-0.0601398664,-0.9846437173,-0.9819984978,-0.9887494957,-0.9525965832,-0.9421864314,-0.9525965832,-0.9421864314,-0.9828003306,-0.9785526188,-0.9492788902,-0.949289148,-0.9859159069,-0.9822464716,-0.9682343756,-0.960069247,-0.9617721906,-0.9509294512,-0.9572589711,-0.9409190066,-0.9841888412,-0.9720394171,-0.9816308053,-0.9870613768,-0.9731644328,-0.9849252707,-0.973410473,-0.9649680052,-0.9808112161,-0.9762269199,-0.9465998554,-0.9832707073,-0.9537690712,-0.9444490709,-0.9784441239,-0.9776048789,-0.9623490129,-0.9497365751,-0.9829933151,-0.9823051174
21,WALKING,0.2791835267,-0.0181610318,-0.1043193324,-0.2978148435,0.0540880509,-0.1686887258,0.862524801,-0.3709845494,-0.2209479602,-0.9695763554,-0.9641445206,-0.9749393881,0.078225182,0.0023519755,-0.0101813421,-0.1148888738,-0.0347143856,-0.4251426048,-0.0459323394,-0.059029444,0.098371593,-0.4322328838,-0.3978923167,-0.3118755994,-0.0868767709,-0.0515650261,-0.0621192104,-0.2389083114,-0.4828543098,-0.4949276571,-0.1234556615,-0.2997097522,-0.1234556615,-0.2997097522,-0.1481389915,-0.0838487969,-0.2847756448,-0.4083044344,-0.426930725,-0.4503699888,-0.2734961585,0.0338465814,-0.3003090667,-0.3085471853,-0.0025629425,-0.1649610272,-0.2004420114,-0.1125647391,-0.4057001579,-0.1074128027,-0.0148415166,-0.4435634127,-0.2466573829,-0.3717440867,-0.2832624749,-0.4918592442,-0.4194008794,-0.385505359,-0.2512663889,-0.4381497912,-0.1440098897,-0.018673441,-0.4095160812,-0.5122493431,-0.4995972025,-0.4293234663
21,WALKING_DOWNSTAIRS,0.3014610196,-0.017319539,-0.0981686622,0.2243434922,0.3013363997,-0.0717893559,0.8726832056,-0.3566732896,-0.1878702533,-0.9401948278,-0.9401118307,-0.9163245569,0.0901452883,-0.0213998492,-0.0125551086,0.0021465572,-0.0796009758,-0.2460618821,-0.1263880236,0.0162145301,0.148610021,-0.4421486177,-0.3537334782,-0.3497594938,-0.0726461849,-0.0735952167,-0.0788436474,-0.5496483202,-0.4424268409,-0.4283376933,0.245771699,0.2643419037,0.245771699,0.2643419037,-0.08022418,0.0952339405,-0.1848500195,-0.3884203287,-0.4528286824,-0.5091308584,0.10432353,0.1811380425,-0.0769713067,0.2669877507,0.277894323,-0.1450817056,-0.0377894711,-0.1073063477,-0.1968382645,-0.0463867896,-0.1131618603,-0.2932375671,-0.3667487529,-0.3088798663,-0.2382216827,-0.4697901441,-0.3884187467,-0.4507721391,0.2398958938,0.0791271387,0.1124426197,0.0632053145,-0.4063922844,-0.4844899742,-0.4908049484,-0.5716668344
21,WALKING_UPSTAIRS,0.2651945447,-0.0237218695,-0.1254142653,-0.2408082823,0.1097874691,-0.2197079286,0.7811772109,-0.4323096174,-0.3097350385,-0.9409116355,-0.9415236243,-0.9327162538,0.1040342231,-0.0156290073,-0.0360115473,-0.4240520147,-0.2032096657,-0.5620523502,0.0626086889,-0.1556224314,-0.0054682976,-0.5319094189,-0.4631368415,0.0517155422,-0.1443514926,-0.0132022768,-0.0069406639,-0.5735418391,-0.6044696036,-0.5641492449,-0.0810453188,-0.2784742838,-0.0810453188,-0.2784742838,-0.3550476936,-0.4041838759,-0.1689827211,-0.4202360025,-0.577935643,-0.6477234191,-0.3191693402,0.0221598658,-0.321712974,-0.213184048,0.082343428,-0.2271641729,-0.4368395804,-0.2050673013,-0.5198151709,-0.4629728487,-0.2612610534,-0.6031273672,-0.446974007,-0.4466915817,-0.1557623548,-0.5609680487,-0.478299637,0.0130916351,-0.2578944491,-0.4033576117,-0.3554437066,-0.47772185,-0.4753698868,-0.4834070964,-0.6289157487,-0.7009804104
22,STANDING,0.2790538616,-0.0158563207,-0.1049674238,-0.9850005271,-0.9226932884,-0.9422016552,0.9540642976,-0.2264187737,0.0323824978,-0.9928272983,-0.9710807429,-0.9588902016,0.0752322892,0.0107286964,-0.0062629165,-0.9756390806,-0.952303494,-0.9814780649,-0.0275201762,-0.0690067688,0.0733466563,-0.9178370433,-0.9647146729,-0.9605825103,-0.0975013472,-0.0420998733,-0.0513179246,-0.9497160287,-0.9849001343,-0.9797535724,-0.9548076613,-0.9398663151,-0.9548076613,-0.9398663151,-0.9758760065,-0.9588250954,-0.931624304,-0.9007765556,-0.9786035292,-0.9660861484,-0.9803739092,-0.9291613876,-0.9571017941,-0.987400306,-0.9236575584,-0.9384098849,-0.9749692148,-0.9521414541,-0.977567431,-0.978773001,-0.9561699643,-0.9843052383,-0.9170180986,-0.9706824403,-0.9623277652,-0.9198517824,-0.9621727367,-0.9636527789,-0.949044483,-0.9437391352,-0.9597438779,-0.9566539597,-0.9320652708,-0.9002224113,-0.9683777983,-0.9653447267
22,SITTING,0.2735838227,-0.0123468446,-0.1058273695,-0.9784668237,-0.9280591338,-0.9175648539,0.8393059287,0.208553884,0.3155514923,-0.9720099887,-0.9542250153,-0.9279506499,0.0807687312,-0.0008427151,-0.0126852482,-0.9816641492,-0.9647828324,-0.9789283563,-0.0360430675,-0.0793617444,0.0804426775,-0.9810991724,-0.9501734785,-0.9465014177,-0.0986493162,-0.0423409823,-0.0517193987,-0.9856712503,-0.9802756194,-0.9795441052,-0.9421673539,-0.924336184,-0.9421673539,-0.924336184,-0.979303714,-0.9685767768,-0.9420774327,-0.9332684871,-0.9854760348,-0.9765037663,-0.9785053682,-0.9395460079,-0.9466353124,-0.9786231902,-0.9269952535,-0.9093443056,-0.980944506,-0.9631294726,-0.9753307187,-0.984299609,-0.9697760555,-0.9812722244,-0.9772667311,-0.9591617542,-0.9483670523,-0.9823733463,-0.9461079435,-0.9510456955,-0.9430782371,-0.9267980298,-0.9689082971,-0.967026276,-0.9519527673,-0.9335630098,-0.9777754484,-0.9763181145
22,LAYING,0.2799597212,-0.0142629865,-0.1108009247,-0.9477352519,-0.9132763017,-0.9429458079,-0.4184945771,0.6324840757,0.7719039071,-0.928781249,-0.9588269386,-0.9524353892,0.0752202242,0.0045983475,-0.0046743874,-0.9703551915,-0.9551515268,-0.9745270119,-0.0208311371,-0.0925723118,0.1450038793,-0.9566419058,-0.9618849625,-0.9332518707,-0.1002039347,-0.0376087306,-0.0702723568,-0.9720926029,-0.9804841714,-0.9786363018,-0.9349937993,-0.9094077612,-0.9349937993,-0.9094077612,-0.9711697793,-0.9598498218,-0.9266163733,-0.923911566,-0.9817169364,-0.974201691,-0.9537585428,-0.9255247035,-0.9542192356,-0.9456568081,-0.9125628567,-0.9411639514,-0.9695703269,-0.9548332643,-0.9709189417,-0.9741260681,-0.9589609575,-0.976833164,-0.95336692,-0.9646982586,-0.9425702404,-0.9580309869,-0.9607112546,-0.9369656386,-0.929818991,-0.9132672513,-0.9626547915,-0.9556356144,-0.946055841,-0.9235523582,-0.976638981,-0.9727890208
22,WALKING,0.27886459,-0.0167213608,-0.1071125109,-0.0086592192,0.1003842463,-0.2133519688,0.9360964104,-0.2596449372,0.0233780056,-0.969643448,-0.9636393402,-0.9551478474,0.0627777634,0.035674634,0.0044369145,0.0358787094,0.2255422902,-0.3131559026,0.0007771571,-0.0960880732,0.0775266595,-0.3185378659,-0.4863221065,-0.1514395151,-0.1329775624,-0.0321910702,-0.0569812456,-0.2266564015,-0.6518754689,-0.2342781509,0.0722419122,-0.1615917875,0.0722419122,-0.1615917875,0.0229199674,0.1115329249,-0.2106080437,-0.3907756839,-0.4619995289,-0.5031063124,-0.0994928589,0.1453675204,-0.2552165137,0.0243958191,0.0038684106,-0.2536436083,-0.0367047078,0.1599956137,-0.2819734357,0.0180047785,0.2134235561,-0.3431956107,-0.1446486522,-0.501176902,-0.0835011823,-0.3744963187,-0.4816244111,-0.253173877,-0.0241584965,-0.381399308,0.0659727285,0.1582867452,-0.4383787228,-0.4640191274,-0.5539461215,-0.4764052704
22,WALKING_DOWNSTAIRS,0.2844589639,-0.0197999372,-0.1074157796,0.3486181683,0.2398122509,-0.3257227181,0.9218206419,-0.2222151794,0.0412987957,-0.9412423347,-0.9458243528,-0.9065940233,0.1015846408,0.0211126111,0.0112499015,0.086913985,0.0198613279,-0.4778066461,-0.0779611213,-0.0697154456,0.0500708761,-0.237349191,-0.5503032167,-0.2804179506,-0.090174453,-0.0355171408,-0.0481460161,-0.2648480479,-0.6402800714,-0.3587621294,0.3309992219,0.1332674785,0.3309992219,0.1332674785,-0.0179784627,-0.0337640983,-0.1613333098,-0.2639219838,-0.4595796708,-0.6176593558,0.1953484062,0.2257665608,-0.3227956539,0.4028919603,0.1674097169,-0.3832426794,0.0383364204,-0.0030915531,-0.4195342536,0.0404618458,-0.0270294444,-0.5358937783,-0.095434934,-0.5250068403,-0.1949156988,-0.2845323584,-0.5703398994,-0.3773190336,0.1555268589,-0.0575202606,0.022478354,-0.1185303492,-0.3384173264,-0.3418636718,-0.5835105181,-0.6974514386
22,WALKING_UPSTAIRS,0.2483915346,-0.0268622561,-0.1175508617,0.0835738641,0.2500675237,-0.1096132163,0.8894543829,-0.33682691,-0.095797899,-0.9406338405,-0.9416202219,-0.9131536321,0.0877172239,0.0367082966,-0.0336169709,-0.0085399268,-0.0575784545,-0.4717033048,0.1349788079,-0.1814584145,0.0157359245,-0.3014917096,-0.4894179088,-0.1577580606,-0.1484500807,-0.038131261,-0.0674570545,-0.3966992152,-0.704255415,-0.5156977586,0.2102826083,-0.1587574748,0.2102826083,-0.1587574748,-0.0957840344,-0.0876501606,-0.1280319236,-0.2025581772,-0.568111869,-0.6756330243,-0.0553996485,0.1306865388,-0.2280199523,0.1320488135,0.2300587722,-0.1167533396,-0.0382449785,-0.0751829282,-0.4144488757,-0.067797852,-0.1060996136,-0.5285678026,-0.1954569925,-0.5239437517,-0.1993130661,-0.3381397767,-0.4738820717,-0.2224317947,-0.0866905124,-0.3341262214,-0.0458020362,-0.1512998356,-0.369902,-0.2340230316,-0.6679960033,-0.7098705345
23,STANDING,0.2778993232,-0.0177475548,-0.1105970178,-0.9854215196,-0.9584444925,-0.9294097451,0.9198571259,-0.1174013597,-0.2236311809,-0.984610385,-0.9848186488,-0.9471997344,0.0750206479,0.0105861518,-0.0052926091,-0.983141959,-0.9752199837,-0.9735952154,-0.0327397745,-0.0652264793,0.0816888999,-0.9420112403,-0.9480747609,-0.9623896894,-0.098148105,-0.0416774166,-0.0548226278,-0.9727707021,-0.9725095232,-0.9846545165,-0.9572122671,-0.9516698575,-0.9572122671,-0.9516698575,-0.9786714854,-0.9748115282,-0.9384302934,-0.9237965656,-0.9763992525,-0.9723873653,-0.9836271971,-0.9628318253,-0.9451705688,-0.9863333856,-0.9580424112,-0.9261100991,-0.9832832521,-0.9751765616,-0.9696102297,-0.9845316422,-0.9771579978,-0.9762413159,-0.9475104363,-0.9527811646,-0.967939565,-0.9416985156,-0.945871186,-0.9642499225,-0.9579861771,-0.9552913565,-0.9737981557,-0.9750536875,-0.9445838297,-0.9248054215,-0.9725988109,-0.9738496915
23,SITTING,0.2733512516,-0.0133945016,-0.1038086793,-0.9876076366,-0.9349335593,-0.9055843903,0.9365092429,0.1217510625,0.0630111556,-0.9845367222,-0.9609174263,-0.9239536003,0.0770022352,0.0101351394,-0.0014882335,-0.9845618038,-0.9780458378,-0.975978995,-0.0472583464,-0.0684325551,0.0645673209,-0.9803637343,-0.948109526,-0.9597186325,-0.0967422193,-0.0434602555,-0.0485561087,-0.987084634,-0.9807274453,-0.9881301421,-0.9440807729,-0.9249632632,-0.9440807729,-0.9249632632,-0.9823755034,-0.9736687763,-0.9365934269,-0.9370060974,-0.986514066,-0.9792269979,-0.9863256709,-0.9534604065,-0.9420311668,-0.9883452582,-0.9307814872,-0.8961252639,-0.9845508635,-0.9781362182,-0.972656226,-0.9860196304,-0.9795646969,-0.9779364472,-0.9771499866,-0.9579202888,-0.9654288335,-0.9815232412,-0.943733421,-0.9619140543,-0.9458378301,-0.9270901184,-0.9741214668,-0.9721170166,-0.9522932772,-0.9386807766,-0.9807072115,-0.9784990381
23,LAYING,0.274038008,-0.0216553836,-0.1042567763,-0.9567563632,-0.9763098274,-0.9732234954,-0.3915649628,0.4384340674,0.9187828253,-0.9479487582,-0.9827945629,-0.9767804621,0.0831787608,0.0153514401,-0.0062823506,-0.9863604468,-0.9886116167,-0.9846634767,-0.0113399725,-0.105052917,0.1110785947,-0.981849401,-0.9591952364,-0.9839201326,-0.1020249228,-0.0372449751,-0.0621991626,-0.9850278504,-0.9794277635,-0.9949089849,-0.9629591968,-0.9578719906,-0.9629591968,-0.9578719906,-0.9870101974,-0.9866856515,-0.949418001,-0.957227586,-0.9845574786,-0.9813148317,-0.9700372383,-0.9820722958,-0.9775152139,-0.9524109576,-0.9743041492,-0.9722612831,-0.9862046592,-0.9882302642,-0.9824155118,-0.9878408526,-0.9899956169,-0.9855020119,-0.9796760781,-0.9684691363,-0.9842388078,-0.9826652126,-0.9549973096,-0.9853178413,-0.9677470532,-0.9584656954,-0.9859057039,-0.9865402007,-0.9662393479,-0.9590255382,-0.9818468543,-0.9815851413
23,WALKING,0.2732118842,-0.0183618712,-0.1133829941,-0.3135217734,-0.1190205865,0.1642206854,0.9398096886,-0.16176137,-0.1607633603,-0.9772309039,-0.9665507069,-0.9329813419,0.0987319086,0.0148955927,-0.0019081064,-0.2293281223,-0.0805017338,-0.0293115056,-0.063115687,-0.0640197921,0.1077004507,-0.4943226486,0.2594572292,-0.209634888,-0.0578128239,-0.0516704756,-0.0903002524,-0.3639694346,0.2959459262,-0.3744567681,-0.0988770198,-0.2099893546,-0.0988770198,-0.2099893546,-0.0670819656,-0.0268194363,-0.012096826,0.1633464516,0.0115305411,0.2501732041,-0.2754041879,-0.0724367318,0.0814081079,-0.3298072798,-0.202524062,0.1161434407,-0.2904104549,-0.1554887207,-0.0572021325,-0.2351729903,-0.0609753095,-0.0062364753,-0.3376192031,0.1955694619,-0.1949703693,-0.5450516917,0.2865815184,-0.2878208682,-0.0942606312,-0.4075775158,-0.0180705702,-0.0457372334,0.1850782074,-0.0614765848,0.1466185691,0.2878346161
23,WALKING_DOWNSTAIRS,0.2898974111,-0.0162111457,-0.0988123713,0.0441392843,0.1082590342,0.2298987429,0.9237114013,-0.1100288416,-0.1536715323,-0.9507908374,-0.9390125496,-0.9058882576,0.0578010606,0.0375005151,-0.0009827171,0.1989470618,-0.0883301226,0.0310157078,-0.057823019,-0.0853077464,0.0953602497,-0.4161330328,0.2138255523,-0.2087024882,-0.1177258244,-0.0352891615,-0.0293255016,-0.3230156996,0.146650122,-0.3678696396,0.1272111377,0.2303639644,0.1272111377,0.2303639644,0.1129824756,0.2920872001,0.0390915482,0.0539972903,-0.0463117766,0.0594908484,0.2054282164,0.0959432894,0.2805188776,-0.0282962478,0.0432283687,0.0947940974,0.2015429095,-0.0724504563,0.1577756924,0.0819587191,-0.1776978413,-0.0985195631,-0.2147307132,0.3288170101,-0.1412668885,-0.482598325,0.126052318,-0.3058966992,0.3648299934,-0.0453930349,0.3350097243,0.2244805035,0.1508257348,-0.2189304259,0.0746754644,-0.039857378
23,WALKING_UPSTAIRS,0.249995171,-0.0323844029,-0.1268906168,-0.2438878185,0.0448435786,0.1008011894,0.8434388102,-0.2144818082,-0.35593445,-0.9333444816,-0.9104745571,-0.9020659104,0.0723649985,0.0399862868,0.0159234168,-0.3653986228,-0.328225031,-0.4080940204,0.0957940246,-0.1115643891,-0.0325557522,-0.5506645767,-0.2936818612,-0.0317301153,-0.1099130941,-0.0523943787,-0.0924998531,-0.5483188816,-0.4935141224,-0.5437654259,-0.0117536874,-0.2718937141,-0.0117536874,-0.2718937141,-0.3111438851,-0.3627088494,-0.1565271488,-0.3667329893,-0.5043671506,-0.5512751886,-0.2726056896,-0.0769773945,-0.0705774893,-0.234309548,0.0380597405,0.1045087558,-0.3656425132,-0.3262362876,-0.346605238,-0.4248775533,-0.3808944429,-0.4689563837,-0.4302392292,-0.2904474089,-0.1630012941,-0.5904307839,-0.3016199771,-0.0822521122,-0.2313826622,-0.4100476433,-0.3029680648,-0.4543248449,-0.3803882922,-0.4704915764,-0.51871565,-0.6326594616
25,STANDING,0.2780137016,-0.016356973,-0.1073529576,-0.9919701268,-0.9545692259,-0.9646426881,0.9297947331,-0.1593167865,0.2011821065,-0.9931482677,-0.9806429707,-0.9677925786,0.0752337296,0.0066321398,-0.0062280879,-0.9883126584,-0.9722724105,-0.9870626851,-0.0247946751,-0.0698876853,0.0852685438,-0.9713574212,-0.9767576211,-0.9718141392,-0.1004736978,-0.0418294632,-0.0556979056,-0.9779096939,-0.98724214,-0.9807222945,-0.9726635922,-0.9680756293,-0.9726635922,-0.9680756293,-0.9846470712,-0.9826370809,-0.9670774428,-0.9598842743,-0.9850919912,-0.9832308096,-0.9900932028,-0.9598461891,-0.9740512312,-0.9928517432,-0.95417933,-0.9621237397,-0.9884046549,-0.972554453,-0.9848322512,-0.9893398908,-0.9740295035,-0.9878980484,-0.9680785253,-0.9783998853,-0.9704568626,-0.97266417,-0.9759606661,-0.9749820881,-0.9723553932,-0.9702036604,-0.9822941708,-0.982083315,-0.9689724996,-0.9610903969,-0.9840178303,-0.9830989359
25,SITTING,0.2785414825,-0.0147696808,-0.1091604405,-0.9918928286,-0.9474576171,-0.9651395522,0.8656860782,0.2082871423,0.1671409564,-0.9888799806,-0.9634150169,-0.9694599825,0.075208701,0.0048541589,0.0021076084,-0.9922786217,-0.9828709917,-0.9884331534,-0.0352052091,-0.0748002715,0.0852783893,-0.9899075842,-0.9811935018,-0.9726375586,-0.095480138,-0.0391651424,-0.0495595643,-0.9923046538,-0.9913157677,-0.9914913878,-0.9704093371,-0.9600034145,-0.9704093371,-0.9600034145,-0.9895451425,-0.9883118049,-0.9665687186,-0.9706391257,-0.99286465,-0.9917664031,-0.9914054982,-0.9591172594,-0.9747761312,-0.9921242794,-0.9448429932,-0.9620906146,-0.9924788462,-0.9829570029,-0.9863263965,-0.9927501098,-0.9840680254,-0.9891561055,-0.9880025525,-0.9838278011,-0.9758058902,-0.9905500031,-0.9798288832,-0.9741728706,-0.9670179926,-0.9619972683,-0.9879418255,-0.9876188011,-0.9793509137,-0.9703218972,-0.9917817017,-0.9920195595
25,LAYING,0.2507918286,-0.0188943664,-0.1004288303,-0.9091164741,-0.6917706806,-0.717262004,-0.4611025314,0.6206589199,0.5263538183,-0.8295549478,-0.6435783614,-0.6101611663,0.0879071688,0.0284619312,-0.0307179435,-0.9733234123,-0.9456871697,-0.9678355263,0.0037272346,-0.0716401726,0.1397186715,-0.8897696397,-0.9366308033,-0.91092799,-0.1016469993,-0.042671887,-0.0596922147,-0.9573811451,-0.971564323,-0.9742422545,-0.5604777761,-0.6492547679,-0.5604777761,-0.6492547679,-0.9621613559,-0.9619316053,-0.8096885453,-0.8560173697,-0.9697832625,-0.9683095226,-0.9291473712,-0.7849458191,-0.8161979536,-0.9025477125,-0.6723842557,-0.694100368,-0.9728590858,-0.9468020036,-0.9626326745,-0.9764239847,-0.9484142936,-0.9718853701,-0.8905175393,-0.9462596393,-0.9245368605,-0.891308069,-0.9322933348,-0.9154675042,-0.7744819436,-0.6513532416,-0.9600831474,-0.9636012129,-0.9101269936,-0.8506613407,-0.9682516089,-0.9704579475
25,WALKING,0.2789927591,-0.0186477625,-0.1087376363,-0.5960074435,-0.1618524116,-0.4371334032,0.9374831145,-0.1273158707,0.1884162735,-0.9794992632,-0.9650934411,-0.9449957312,0.0721720712,0.003511152,-0.0033509868,-0.6076209316,-0.3826197185,-0.6756014036,-0.0156305378,-0.0820768065,0.0867868737,-0.4011587538,-0.6040320974,-0.5627752454,-0.1023772693,-0.0398986518,-0.0512696224,-0.5079570941,-0.7996353842,-0.6595761631,-0.40528943,-0.5656014661,-0.40528943,-0.5656014661,-0.5382914246,-0.5428700626,-0.3943624014,-0.4898093861,-0.6784660691,-0.7570325449,-0.6090389089,-0.2518802711,-0.5335632205,-0.5914499565,-0.170313804,-0.4306245872,-0.6255953769,-0.4344551997,-0.6592863928,-0.6241457246,-0.3677600984,-0.6904133861,-0.4119097196,-0.6787503501,-0.5613229509,-0.4066781081,-0.567201282,-0.6035442095,-0.5660600231,-0.6329274755,-0.5645913422,-0.5190042497,-0.5627332527,-0.5292622434,-0.7703008955,-0.7573857803
